"HMDB.ID","Sub_Class","Class"
"HMDB45432","Triradylcglycerols","Glycerolipids"
"HMDB45433","Triradylcglycerols","Glycerolipids"
"HMDB45434","Triradylcglycerols","Glycerolipids"
"HMDB45435","Triradylcglycerols","Glycerolipids"
"HMDB45436","Triradylcglycerols","Glycerolipids"
"HMDB45437","Triradylcglycerols","Glycerolipids"
"HMDB45438","Triradylcglycerols","Glycerolipids"
"HMDB45439","Triradylcglycerols","Glycerolipids"
"HMDB45440","Triradylcglycerols","Glycerolipids"
"HMDB45441","Triradylcglycerols","Glycerolipids"
"HMDB45442","Triradylcglycerols","Glycerolipids"
"HMDB45443","Triradylcglycerols","Glycerolipids"
"HMDB45444","Triradylcglycerols","Glycerolipids"
"HMDB45445","Triradylcglycerols","Glycerolipids"
"HMDB45446","Triradylcglycerols","Glycerolipids"
"HMDB45447","Triradylcglycerols","Glycerolipids"
"HMDB45448","Triradylcglycerols","Glycerolipids"
"HMDB45449","Triradylcglycerols","Glycerolipids"
"HMDB45450","Triradylcglycerols","Glycerolipids"
"HMDB45451","Triradylcglycerols","Glycerolipids"
"HMDB45452","Triradylcglycerols","Glycerolipids"
"HMDB45453","Triradylcglycerols","Glycerolipids"
"HMDB45454","Triradylcglycerols","Glycerolipids"
"HMDB45455","Triradylcglycerols","Glycerolipids"
"HMDB45456","Triradylcglycerols","Glycerolipids"
"HMDB45457","Triradylcglycerols","Glycerolipids"
"HMDB45458","Triradylcglycerols","Glycerolipids"
"HMDB45459","Triradylcglycerols","Glycerolipids"
"HMDB45460","Triradylcglycerols","Glycerolipids"
"HMDB45461","Triradylcglycerols","Glycerolipids"
"HMDB45462","Triradylcglycerols","Glycerolipids"
"HMDB45463","Lineolic acids and derivatives","Fatty Acyls"
"HMDB45464","Lineolic acids and derivatives","Fatty Acyls"
"HMDB45465","Triradylcglycerols","Glycerolipids"
"HMDB45466","Triradylcglycerols","Glycerolipids"
"HMDB45467","Triradylcglycerols","Glycerolipids"
"HMDB45468","Triradylcglycerols","Glycerolipids"
"HMDB45469","Triradylcglycerols","Glycerolipids"
"HMDB45470","Triradylcglycerols","Glycerolipids"
"HMDB45471","Lineolic acids and derivatives","Fatty Acyls"
"HMDB45472","Lineolic acids and derivatives","Fatty Acyls"
"HMDB45473","Triradylcglycerols","Glycerolipids"
"HMDB45474","Triradylcglycerols","Glycerolipids"
"HMDB45475","Triradylcglycerols","Glycerolipids"
"HMDB45476","Triradylcglycerols","Glycerolipids"
"HMDB45477","Triradylcglycerols","Glycerolipids"
"HMDB45478","Triradylcglycerols","Glycerolipids"
"HMDB45479","Triradylcglycerols","Glycerolipids"
"HMDB45480","Triradylcglycerols","Glycerolipids"
"HMDB45481","Triradylcglycerols","Glycerolipids"
"HMDB45482","Triradylcglycerols","Glycerolipids"
"HMDB45483","Triradylcglycerols","Glycerolipids"
"HMDB45484","Triradylcglycerols","Glycerolipids"
"HMDB45485","Triradylcglycerols","Glycerolipids"
"HMDB45486","Triradylcglycerols","Glycerolipids"
"HMDB45487","Triradylcglycerols","Glycerolipids"
"HMDB45488","Triradylcglycerols","Glycerolipids"
"HMDB45489","Triradylcglycerols","Glycerolipids"
"HMDB45490","Triradylcglycerols","Glycerolipids"
"HMDB45491","Triradylcglycerols","Glycerolipids"
"HMDB45492","Triradylcglycerols","Glycerolipids"
"HMDB45493","Triradylcglycerols","Glycerolipids"
"HMDB45494","Triradylcglycerols","Glycerolipids"
"HMDB45495","Triradylcglycerols","Glycerolipids"
"HMDB45496","Triradylcglycerols","Glycerolipids"
"HMDB45497","Triradylcglycerols","Glycerolipids"
"HMDB45498","Triradylcglycerols","Glycerolipids"
"HMDB45499","Triradylcglycerols","Glycerolipids"
"HMDB45500","Triradylcglycerols","Glycerolipids"
"HMDB45501","Triradylcglycerols","Glycerolipids"
"HMDB45502","Triradylcglycerols","Glycerolipids"
"HMDB45503","Triradylcglycerols","Glycerolipids"
"HMDB45504","Triradylcglycerols","Glycerolipids"
"HMDB45505","Triradylcglycerols","Glycerolipids"
"HMDB45506","Triradylcglycerols","Glycerolipids"
"HMDB45507","Triradylcglycerols","Glycerolipids"
"HMDB45508","Triradylcglycerols","Glycerolipids"
"HMDB45509","Triradylcglycerols","Glycerolipids"
"HMDB45510","Triradylcglycerols","Glycerolipids"
"HMDB45511","Triradylcglycerols","Glycerolipids"
"HMDB45512","Triradylcglycerols","Glycerolipids"
"HMDB45513","Triradylcglycerols","Glycerolipids"
"HMDB45514","Triradylcglycerols","Glycerolipids"
"HMDB45515","Triradylcglycerols","Glycerolipids"
"HMDB45516","Triradylcglycerols","Glycerolipids"
"HMDB45517","Triradylcglycerols","Glycerolipids"
"HMDB45518","Triradylcglycerols","Glycerolipids"
"HMDB45519","Triradylcglycerols","Glycerolipids"
"HMDB45520","Triradylcglycerols","Glycerolipids"
"HMDB45521","Triradylcglycerols","Glycerolipids"
"HMDB45522","Triradylcglycerols","Glycerolipids"
"HMDB45523","Triradylcglycerols","Glycerolipids"
"HMDB45524","Triradylcglycerols","Glycerolipids"
"HMDB45525","Triradylcglycerols","Glycerolipids"
"HMDB45526","Triradylcglycerols","Glycerolipids"
"HMDB45527","Triradylcglycerols","Glycerolipids"
"HMDB45528","Triradylcglycerols","Glycerolipids"
"HMDB45529","Triradylcglycerols","Glycerolipids"
"HMDB45530","Triradylcglycerols","Glycerolipids"
"HMDB45531","Triradylcglycerols","Glycerolipids"
"HMDB45532","Triradylcglycerols","Glycerolipids"
"HMDB45533","Triradylcglycerols","Glycerolipids"
"HMDB45534","Triradylcglycerols","Glycerolipids"
"HMDB45535","Triradylcglycerols","Glycerolipids"
"HMDB45536","Triradylcglycerols","Glycerolipids"
"HMDB45537","Triradylcglycerols","Glycerolipids"
"HMDB45538","Triradylcglycerols","Glycerolipids"
"HMDB45539","Triradylcglycerols","Glycerolipids"
"HMDB45540","Triradylcglycerols","Glycerolipids"
"HMDB45541","Triradylcglycerols","Glycerolipids"
"HMDB45542","Triradylcglycerols","Glycerolipids"
"HMDB45543","Triradylcglycerols","Glycerolipids"
"HMDB45544","Triradylcglycerols","Glycerolipids"
"HMDB45545","Triradylcglycerols","Glycerolipids"
"HMDB45546","Triradylcglycerols","Glycerolipids"
"HMDB45547","Triradylcglycerols","Glycerolipids"
"HMDB45548","Triradylcglycerols","Glycerolipids"
"HMDB45549","Triradylcglycerols","Glycerolipids"
"HMDB45550","Triradylcglycerols","Glycerolipids"
"HMDB45551","Triradylcglycerols","Glycerolipids"
"HMDB45552","Triradylcglycerols","Glycerolipids"
"HMDB45553","Triradylcglycerols","Glycerolipids"
"HMDB45554","Triradylcglycerols","Glycerolipids"
"HMDB45555","Triradylcglycerols","Glycerolipids"
"HMDB45556","Triradylcglycerols","Glycerolipids"
"HMDB45557","Triradylcglycerols","Glycerolipids"
"HMDB45558","Triradylcglycerols","Glycerolipids"
"HMDB45559","Triradylcglycerols","Glycerolipids"
"HMDB45560","Triradylcglycerols","Glycerolipids"
"HMDB45561","Triradylcglycerols","Glycerolipids"
"HMDB45562","Triradylcglycerols","Glycerolipids"
"HMDB45563","Triradylcglycerols","Glycerolipids"
"HMDB45564","Triradylcglycerols","Glycerolipids"
"HMDB45565","Triradylcglycerols","Glycerolipids"
"HMDB45566","Triradylcglycerols","Glycerolipids"
"HMDB45567","Triradylcglycerols","Glycerolipids"
"HMDB45568","Triradylcglycerols","Glycerolipids"
"HMDB45569","Triradylcglycerols","Glycerolipids"
"HMDB45570","Triradylcglycerols","Glycerolipids"
"HMDB45571","Triradylcglycerols","Glycerolipids"
"HMDB45572","Triradylcglycerols","Glycerolipids"
"HMDB45573","Triradylcglycerols","Glycerolipids"
"HMDB45574","Triradylcglycerols","Glycerolipids"
"HMDB45575","Triradylcglycerols","Glycerolipids"
"HMDB45576","Triradylcglycerols","Glycerolipids"
"HMDB45577","Triradylcglycerols","Glycerolipids"
"HMDB45578","Triradylcglycerols","Glycerolipids"
"HMDB45579","Triradylcglycerols","Glycerolipids"
"HMDB45580","Triradylcglycerols","Glycerolipids"
"HMDB45582","Triradylcglycerols","Glycerolipids"
"HMDB45583","Triradylcglycerols","Glycerolipids"
"HMDB45584","Triradylcglycerols","Glycerolipids"
"HMDB45585","Triradylcglycerols","Glycerolipids"
"HMDB45586","Triradylcglycerols","Glycerolipids"
"HMDB45587","Triradylcglycerols","Glycerolipids"
"HMDB45589","Triradylcglycerols","Glycerolipids"
"HMDB45590","Triradylcglycerols","Glycerolipids"
"HMDB45591","Triradylcglycerols","Glycerolipids"
"HMDB45592","Triradylcglycerols","Glycerolipids"
"HMDB45593","Triradylcglycerols","Glycerolipids"
"HMDB45594","Triradylcglycerols","Glycerolipids"
"HMDB45595","Triradylcglycerols","Glycerolipids"
"HMDB45597","Triradylcglycerols","Glycerolipids"
"HMDB45598","Triradylcglycerols","Glycerolipids"
"HMDB45599","Triradylcglycerols","Glycerolipids"
"HMDB45600","Triradylcglycerols","Glycerolipids"
"HMDB45601","Triradylcglycerols","Glycerolipids"
"HMDB45602","Triradylcglycerols","Glycerolipids"
"HMDB45603","Triradylcglycerols","Glycerolipids"
"HMDB45604","Triradylcglycerols","Glycerolipids"
"HMDB45605","Triradylcglycerols","Glycerolipids"
"HMDB45606","Triradylcglycerols","Glycerolipids"
"HMDB45607","Triradylcglycerols","Glycerolipids"
"HMDB45608","Triradylcglycerols","Glycerolipids"
"HMDB45609","Triradylcglycerols","Glycerolipids"
"HMDB45610","Triradylcglycerols","Glycerolipids"
"HMDB45611","Triradylcglycerols","Glycerolipids"
"HMDB45612","Triradylcglycerols","Glycerolipids"
"HMDB45613","Triradylcglycerols","Glycerolipids"
"HMDB45614","Triradylcglycerols","Glycerolipids"
"HMDB45615","Triradylcglycerols","Glycerolipids"
"HMDB45616","Triradylcglycerols","Glycerolipids"
"HMDB45617","Triradylcglycerols","Glycerolipids"
"HMDB45618","Triradylcglycerols","Glycerolipids"
"HMDB45619","Triradylcglycerols","Glycerolipids"
"HMDB45620","Triradylcglycerols","Glycerolipids"
"HMDB45621","Triradylcglycerols","Glycerolipids"
"HMDB45622","Triradylcglycerols","Glycerolipids"
"HMDB45623","Triradylcglycerols","Glycerolipids"
"HMDB45624","Triradylcglycerols","Glycerolipids"
"HMDB45625","Triradylcglycerols","Glycerolipids"
"HMDB45626","Triradylcglycerols","Glycerolipids"
"HMDB45627","Triradylcglycerols","Glycerolipids"
"HMDB45628","Triradylcglycerols","Glycerolipids"
"HMDB45629","Triradylcglycerols","Glycerolipids"
"HMDB45630","Triradylcglycerols","Glycerolipids"
"HMDB45631","Triradylcglycerols","Glycerolipids"
"HMDB45632","Triradylcglycerols","Glycerolipids"
"HMDB45633","Triradylcglycerols","Glycerolipids"
"HMDB45634","Triradylcglycerols","Glycerolipids"
"HMDB45635","Triradylcglycerols","Glycerolipids"
"HMDB45636","Triradylcglycerols","Glycerolipids"
"HMDB45637","Triradylcglycerols","Glycerolipids"
"HMDB45638","Triradylcglycerols","Glycerolipids"
"HMDB45639","Triradylcglycerols","Glycerolipids"
"HMDB45640","Triradylcglycerols","Glycerolipids"
"HMDB45641","Triradylcglycerols","Glycerolipids"
"HMDB45642","Triradylcglycerols","Glycerolipids"
"HMDB45643","Triradylcglycerols","Glycerolipids"
"HMDB45644","Triradylcglycerols","Glycerolipids"
"HMDB45645","Triradylcglycerols","Glycerolipids"
"HMDB45646","Triradylcglycerols","Glycerolipids"
"HMDB45647","Triradylcglycerols","Glycerolipids"
"HMDB45648","Triradylcglycerols","Glycerolipids"
"HMDB45649","Triradylcglycerols","Glycerolipids"
"HMDB45650","Triradylcglycerols","Glycerolipids"
"HMDB45651","Triradylcglycerols","Glycerolipids"
"HMDB45652","Triradylcglycerols","Glycerolipids"
"HMDB45653","Triradylcglycerols","Glycerolipids"
"HMDB45654","Triradylcglycerols","Glycerolipids"
"HMDB45655","Triradylcglycerols","Glycerolipids"
"HMDB45656","Triradylcglycerols","Glycerolipids"
"HMDB45657","Triradylcglycerols","Glycerolipids"
"HMDB45658","Triradylcglycerols","Glycerolipids"
"HMDB45659","Triradylcglycerols","Glycerolipids"
"HMDB45660","Triradylcglycerols","Glycerolipids"
"HMDB45661","Triradylcglycerols","Glycerolipids"
"HMDB45662","Triradylcglycerols","Glycerolipids"
"HMDB45663","Triradylcglycerols","Glycerolipids"
"HMDB45664","Triradylcglycerols","Glycerolipids"
"HMDB45665","Triradylcglycerols","Glycerolipids"
"HMDB45666","Triradylcglycerols","Glycerolipids"
"HMDB45667","Triradylcglycerols","Glycerolipids"
"HMDB45668","Triradylcglycerols","Glycerolipids"
"HMDB45669","Triradylcglycerols","Glycerolipids"
"HMDB45670","Triradylcglycerols","Glycerolipids"
"HMDB45671","Triradylcglycerols","Glycerolipids"
"HMDB45672","Triradylcglycerols","Glycerolipids"
"HMDB45673","Triradylcglycerols","Glycerolipids"
"HMDB45674","Triradylcglycerols","Glycerolipids"
"HMDB45675","Triradylcglycerols","Glycerolipids"
"HMDB45676","Triradylcglycerols","Glycerolipids"
"HMDB45677","Triradylcglycerols","Glycerolipids"
"HMDB45678","Triradylcglycerols","Glycerolipids"
"HMDB45679","Triradylcglycerols","Glycerolipids"
"HMDB45680","Triradylcglycerols","Glycerolipids"
"HMDB45681","Triradylcglycerols","Glycerolipids"
"HMDB45682","Triradylcglycerols","Glycerolipids"
"HMDB45683","Triradylcglycerols","Glycerolipids"
"HMDB45684","Triradylcglycerols","Glycerolipids"
"HMDB45685","Triradylcglycerols","Glycerolipids"
"HMDB45686","Triradylcglycerols","Glycerolipids"
"HMDB45687","Triradylcglycerols","Glycerolipids"
"HMDB45688","Triradylcglycerols","Glycerolipids"
"HMDB45689","Triradylcglycerols","Glycerolipids"
"HMDB45690","Triradylcglycerols","Glycerolipids"
"HMDB45691","Triradylcglycerols","Glycerolipids"
"HMDB45692","Triradylcglycerols","Glycerolipids"
"HMDB45693","Triradylcglycerols","Glycerolipids"
"HMDB45694","Triradylcglycerols","Glycerolipids"
"HMDB45695","Triradylcglycerols","Glycerolipids"
"HMDB45696","Triradylcglycerols","Glycerolipids"
"HMDB45697","Triradylcglycerols","Glycerolipids"
"HMDB45698","Triradylcglycerols","Glycerolipids"
"HMDB45699","Triradylcglycerols","Glycerolipids"
"HMDB45700","Triradylcglycerols","Glycerolipids"
"HMDB45701","Triradylcglycerols","Glycerolipids"
"HMDB45702","Triradylcglycerols","Glycerolipids"
"HMDB45703","Triradylcglycerols","Glycerolipids"
"HMDB45704","Triradylcglycerols","Glycerolipids"
"HMDB45705","Triradylcglycerols","Glycerolipids"
"HMDB45706","Triradylcglycerols","Glycerolipids"
"HMDB45707","Triradylcglycerols","Glycerolipids"
"HMDB45708","Triradylcglycerols","Glycerolipids"
"HMDB45709","Triradylcglycerols","Glycerolipids"
"HMDB45710","Triradylcglycerols","Glycerolipids"
"HMDB45711","Triradylcglycerols","Glycerolipids"
"HMDB45712","Triradylcglycerols","Glycerolipids"
"HMDB45713","Triradylcglycerols","Glycerolipids"
"HMDB45714","Triradylcglycerols","Glycerolipids"
"HMDB45715","Triradylcglycerols","Glycerolipids"
"HMDB45716","Triradylcglycerols","Glycerolipids"
"HMDB45717","Triradylcglycerols","Glycerolipids"
"HMDB45718","Triradylcglycerols","Glycerolipids"
"HMDB45719","Triradylcglycerols","Glycerolipids"
"HMDB45720","Triradylcglycerols","Glycerolipids"
"HMDB45721","Triradylcglycerols","Glycerolipids"
"HMDB45722","Triradylcglycerols","Glycerolipids"
"HMDB45723","Triradylcglycerols","Glycerolipids"
"HMDB45724","Triradylcglycerols","Glycerolipids"
"HMDB45725","Triradylcglycerols","Glycerolipids"
"HMDB45726","Triradylcglycerols","Glycerolipids"
"HMDB45727","Triradylcglycerols","Glycerolipids"
"HMDB45728","Triradylcglycerols","Glycerolipids"
"HMDB45729","Triradylcglycerols","Glycerolipids"
"HMDB45730","Triradylcglycerols","Glycerolipids"
"HMDB45731","Triradylcglycerols","Glycerolipids"
"HMDB45732","Triradylcglycerols","Glycerolipids"
"HMDB45733","Triradylcglycerols","Glycerolipids"
"HMDB45734","Triradylcglycerols","Glycerolipids"
"HMDB45735","Triradylcglycerols","Glycerolipids"
"HMDB45736","Triradylcglycerols","Glycerolipids"
"HMDB45737","Triradylcglycerols","Glycerolipids"
"HMDB45738","Triradylcglycerols","Glycerolipids"
"HMDB45739","Triradylcglycerols","Glycerolipids"
"HMDB45740","Triradylcglycerols","Glycerolipids"
"HMDB45741","Triradylcglycerols","Glycerolipids"
"HMDB45742","Triradylcglycerols","Glycerolipids"
"HMDB45743","Triradylcglycerols","Glycerolipids"
"HMDB45744","Triradylcglycerols","Glycerolipids"
"HMDB45745","Triradylcglycerols","Glycerolipids"
"HMDB45746","Triradylcglycerols","Glycerolipids"
"HMDB45747","Triradylcglycerols","Glycerolipids"
"HMDB45748","Triradylcglycerols","Glycerolipids"
"HMDB45749","Triradylcglycerols","Glycerolipids"
"HMDB45750","Triradylcglycerols","Glycerolipids"
"HMDB45751","Triradylcglycerols","Glycerolipids"
"HMDB45752","Triradylcglycerols","Glycerolipids"
"HMDB45753","Triradylcglycerols","Glycerolipids"
"HMDB45754","Triradylcglycerols","Glycerolipids"
"HMDB45755","Triradylcglycerols","Glycerolipids"
"HMDB45756","Triradylcglycerols","Glycerolipids"
"HMDB45757","Triradylcglycerols","Glycerolipids"
"HMDB45758","Triradylcglycerols","Glycerolipids"
"HMDB45759","Triradylcglycerols","Glycerolipids"
"HMDB45760","Triradylcglycerols","Glycerolipids"
"HMDB45761","Triradylcglycerols","Glycerolipids"
"HMDB45762","Triradylcglycerols","Glycerolipids"
"HMDB45763","Triradylcglycerols","Glycerolipids"
"HMDB45764","Triradylcglycerols","Glycerolipids"
"HMDB45765","Triradylcglycerols","Glycerolipids"
"HMDB45766","Triradylcglycerols","Glycerolipids"
"HMDB45767","Triradylcglycerols","Glycerolipids"
"HMDB45768","Triradylcglycerols","Glycerolipids"
"HMDB45769","Triradylcglycerols","Glycerolipids"
"HMDB45771","Triradylcglycerols","Glycerolipids"
"HMDB45772","Triradylcglycerols","Glycerolipids"
"HMDB45773","Triradylcglycerols","Glycerolipids"
"HMDB45774","Triradylcglycerols","Glycerolipids"
"HMDB45775","Triradylcglycerols","Glycerolipids"
"HMDB45776","Triradylcglycerols","Glycerolipids"
"HMDB45777","Triradylcglycerols","Glycerolipids"
"HMDB45779","Triradylcglycerols","Glycerolipids"
"HMDB45780","Triradylcglycerols","Glycerolipids"
"HMDB45781","Triradylcglycerols","Glycerolipids"
"HMDB45782","Triradylcglycerols","Glycerolipids"
"HMDB45783","Triradylcglycerols","Glycerolipids"
"HMDB45784","Triradylcglycerols","Glycerolipids"
"HMDB45785","Triradylcglycerols","Glycerolipids"
"HMDB45786","Triradylcglycerols","Glycerolipids"
"HMDB45787","Triradylcglycerols","Glycerolipids"
"HMDB45788","Triradylcglycerols","Glycerolipids"
"HMDB45789","Triradylcglycerols","Glycerolipids"
"HMDB45790","Triradylcglycerols","Glycerolipids"
"HMDB45791","Triradylcglycerols","Glycerolipids"
"HMDB45792","Triradylcglycerols","Glycerolipids"
"HMDB45793","Triradylcglycerols","Glycerolipids"
"HMDB45794","Triradylcglycerols","Glycerolipids"
"HMDB45795","Triradylcglycerols","Glycerolipids"
"HMDB45796","Triradylcglycerols","Glycerolipids"
"HMDB45797","Triradylcglycerols","Glycerolipids"
"HMDB45798","Triradylcglycerols","Glycerolipids"
"HMDB45799","Triradylcglycerols","Glycerolipids"
"HMDB45800","Triradylcglycerols","Glycerolipids"
"HMDB45801","Triradylcglycerols","Glycerolipids"
"HMDB45802","Triradylcglycerols","Glycerolipids"
"HMDB45803","Triradylcglycerols","Glycerolipids"
"HMDB45804","Triradylcglycerols","Glycerolipids"
"HMDB45805","Triradylcglycerols","Glycerolipids"
"HMDB45806","Triradylcglycerols","Glycerolipids"
"HMDB45807","Triradylcglycerols","Glycerolipids"
"HMDB45808","Triradylcglycerols","Glycerolipids"
"HMDB45809","Triradylcglycerols","Glycerolipids"
"HMDB45810","Triradylcglycerols","Glycerolipids"
"HMDB45811","Triradylcglycerols","Glycerolipids"
"HMDB45812","Triradylcglycerols","Glycerolipids"
"HMDB45813","Triradylcglycerols","Glycerolipids"
"HMDB45814","Triradylcglycerols","Glycerolipids"
"HMDB45815","Triradylcglycerols","Glycerolipids"
"HMDB45816","Triradylcglycerols","Glycerolipids"
"HMDB45817","Triradylcglycerols","Glycerolipids"
"HMDB45818","Triradylcglycerols","Glycerolipids"
"HMDB45819","Triradylcglycerols","Glycerolipids"
"HMDB45820","Triradylcglycerols","Glycerolipids"
"HMDB45821","Triradylcglycerols","Glycerolipids"
"HMDB45822","Triradylcglycerols","Glycerolipids"
"HMDB45823","Triradylcglycerols","Glycerolipids"
"HMDB45824","Triradylcglycerols","Glycerolipids"
"HMDB45825","Triradylcglycerols","Glycerolipids"
"HMDB45826","Triradylcglycerols","Glycerolipids"
"HMDB45827","Triradylcglycerols","Glycerolipids"
"HMDB45828","Triradylcglycerols","Glycerolipids"
"HMDB45829","Triradylcglycerols","Glycerolipids"
"HMDB45830","Triradylcglycerols","Glycerolipids"
"HMDB45831","Triradylcglycerols","Glycerolipids"
"HMDB45832","Triradylcglycerols","Glycerolipids"
"HMDB45833","Triradylcglycerols","Glycerolipids"
"HMDB45834","Triradylcglycerols","Glycerolipids"
"HMDB45835","Triradylcglycerols","Glycerolipids"
"HMDB45836","Triradylcglycerols","Glycerolipids"
