"P7122","P7147","P7150","P7153","P7184","P7238","P7406","P7408","P7421","P7445","P7486","P7547","P7658","P7662","P7744","P7759","P7791","P7843","P7847","P7855","P7858","P7860","P7861","P7862","P7870","P7874","P7875","P7879","P7899","P7904","P7906","P7908","P7909","P7910","P7911","P7912","P7938","P7941","P7947","P7948","P7955","P7971","P7989","P8095","P8226","P8244","P8264","P8283","P8332","P8336","P8361","P8374","P8377","P8406","P8452","P8462","P8466","P8467","P8475","P8483","P8485","P8496","P8523","P8534","P8537","P8550","P8564","P8565","P8573","P8577","P8589","P8591","P8592","P8624","P8629","P8675","P8683","P8746","P8749","P8753","P8754","P8758","P8764","P8765","P8774","P8776","P8783","P8784","P8788","P8789","P8794","P8800","P8802","P8806","P8807","P8841","P8843","P8847","P8878","P8892","P9126","P9148"
NA,338,NA,5,18165,26111,NA,1341,10466,3102,37431,3353,NA,4486,4107,2950,5848,149033,3995,37198,226167,121393,51591,2232,3459,30416,41900,43252,4007,6710,25230,558958,6590,1241,1068,5607,7895,1123,78042,NA,NA,67015,2481,4,283148,2,172231,2066,637,493902,29930,2899,1378,3456,1162292,NA,16692,5758,10359,60,NA,5207,29,209820,3460,371834,118811,75140,1282,7366,1285,1645,2,13065,631614,NA,7190,7606,3715,27,6366,2448,9056,9527,9865,3545,174,NA,NA,2004,11461,1680,94,1254,7113,646773,289,34827,1538,665032,4352,4510
NA,96554,NA,21873,449444,156707,NA,150848,192073,194656,155130,110521,35294,237077,129626,NA,174705,NA,NA,NA,95119,NA,57390,NA,138727,NA,74875,NA,142003,40065,309932,3213,98811,483591,29489,NA,291138,NA,50345,NA,15210,NA,224874,34416,263008,45318,450418,972,45817,27134,339174,166611,395973,13657,7313,1718204,1025047,3507,183158,384673,793191,316104,451762,148486,NA,NA,337,118929,62212,88350,NA,NA,368920,1012560,2266,299787,272280,41253,162809,NA,NA,2252,NA,3611,23267,199778,183770,12739,5266,14206,25189,144280,NA,NA,12096,448951,84547,NA,205078,57467,172784,NA
370854,56475820,16539,307430461,518222,25687056,21586781,174892,97360883,216501,247903074,62962449,21834,413366,378470,42069822,85241,608519,45,18052,15809,140041,102529,24156,822977,10822,5761198,61135,59398,108382,66341,2909,835685,84861,171639,2051,731248,920152,31734,753496244,13802,30424637,151513,178159,175980,24122,202799,46380,32599,294733,75127,1224755,665809,163207,80303,521919,341632,613212,321173,812344,944409,283900545,212094,36587,58192763,80700489,224055948,84651,203348834,25827,208936,450203,413757636,119113,34209,556424,136,267163,2382,39032,47827,66291169,NA,25703,166585,128572,55302,41970,106723,12584,69619,2627278,63228819,23717180,99962,19322,230313,53216945,120601,17535,770,11677
NA,455951,45557,2647390,64893,5829682,330576,222332,1872420,NA,801092,679467,121942,NA,NA,1075815,12,43370,1205,NA,46016,NA,105,2507,NA,135,139423,NA,1764,NA,NA,9852,NA,352,NA,NA,320242,4119,9573,2237017,39273,121155,107281,23120,148910,680160,191458,652587,564047,19865,NA,NA,144,47293,1649,NA,80242,NA,92,1895,NA,1589128,193677,85558,12972775,16442369,22537817,51552,510585,NA,NA,NA,1840929,NA,106,NA,56779,141,NA,NA,309021,46407895,78688,356665,344998,261764,302111,421976,1208567,329982,414787,366863,1217764,50344,59,86797,400594,885891,458544,NA,10624,101
85427,97808,93555,399426,185887,11942487,3677091,7466812,828857,19119194,183975,1887558,210202,96389,141813,765738,75240,17298794,206748,47599,507527,128367,413239,69939,957557,32492,967176,71476,84647,182011,82824,3836457,497335,136808,155475,29538,3461318,2733745,14007652,298633,108320,47538984,16940203,29573040,1096058,163547,30309369,52369,241671,18976708,1015038,841874,94055,1058916,28382893,878201,583082,206828,97662,5146294,336263,126201,60371,59631888,6191208,4067597,4951933,63393898,961448,30570,459082,3264167,616173,352300,16030687,6033737,940721,382388626,29369873,8413458,1197078,6740037,168034,113063,106677,220797,5374487,245722,404467,89611,403683,796792,115592,4649573,8202813,10782118,618852,250893,2486405,4632572,1755137,1390600
6669,3124,NA,96746,42544,317376,24537,155248,33529,388725,5573,17727,4909,41325,42692,30710,18257,336560,21586,NA,20434,18803,19740,5790,51611,NA,57914,2839,894,6641,16009,203112,16281,6583,17533,NA,191845,33612,381151,11410,12120,36286,2633663,427937,115185,15566,143016,26184,42815,465318,44213,18165,16405,89849,59928,43368,76744,9264,NA,124674,28416,46983,36281,225421,105060,116915,63179,270939,6031,462,21640,49022,32321,8713,143657,140015,106109,162479,885381,988504,57570,1893129,9200,31012,22852,54711,179617,57899,155053,16579,74509,111156,24290,192217,305307,162218,240951,12359,213081,130122,34341,18493
7217,17353,NA,163853,16295,424227,NA,48855,40268,2998031,530,14792,8731,3959,43351,6397,10005,3825389,NA,1601,71587,10412,6732,327,57013,NA,154236,NA,5148,195,23840,329782,8901,1972,20117,NA,413674,29409,2910718,NA,51133,136712,27468545,38882876,796449,97214,1638286,84779,150955,10551294,17838,48609,10873,12759,10596,13428,16905,9984,NA,631248,NA,20373,NA,7542699,1033752,2097619,374760,2982351,NA,NA,9637,2671,14896,10315,1548471,66513,16196,NA,22379322,344364,54535,30231824,NA,35370,31995,57280,590997,254612,25349,20201,23317,71387,19768,389914,8244023,2653990,99655,3333,118783,971253,1732,15622
527,100994,676,2822641,157204,1139348,1385,11750645,1319579,8523195,15357,610837,3034,17902,5368,1030769,4672,6393019,19572,16087,1240961,129837,109414,2067,367238,3,4266889,58211,23778,51097,46092,2827541,4183,12874,66742,21,18068605,253391,15811902,9596,162506,122894,47192317,30530508,2221855,426150,1691012,70757,340338,1910955,1071564,88631,9099,4946972,28662,2195256,71470,681820,151,14384890,18987,473133,64,123130,10259373,9916963,3792105,3235067,1284,2226,151897,253183,366540,21398,373263,2669124,189410,55196,20774773,29997920,151270,52726861,33216,100859,64675,298311,18063968,273818,142607,50252,680799,2320574,563687,515429,39717624,21461527,814117,54954,17434321,4628689,1601502,386389
3473,41152,16763,NA,20064,18085,NA,NA,5004,NA,843,25159,NA,6471,3772,67723,89680,NA,11797,10808,2373,47692,18002,26195,25351,13484,43453,27105,19994,22678,18342,2716,17248,5283,19434,42406,156,17876,NA,117390,NA,201,NA,NA,NA,28305,NA,12441,33065,NA,16578,NA,36869,42871,10609,8389,103266,2595,2541,NA,4843,61540,NA,14705,10,NA,1242,NA,62999,11258,82423,5750,NA,7496,NA,423165,53007,NA,NA,17370,9357,NA,41646,65648,26773,76336,87,12992,60692,38895,70175,41248,23,1034,25522,367253,628,2887,25991,NA,7105,4651
NA,9066,8595,NA,NA,572366,NA,35087,2669,2268,49506,1040,NA,NA,NA,NA,62712,14563,NA,10436,5960,NA,3676,NA,NA,2624,103178,NA,55622,NA,11398,7359,NA,124,NA,1153,NA,24036,360109,NA,NA,781973,164146,13019,317130,1131,351724,NA,8683,519871,68008,NA,4786,1154,370718,5305,4974,83638,11726,96912,6817,81160,NA,259334,10549,435762,2515698,90546,1255,NA,1443,1005,NA,10405,1071386,171122,2563,165434,141871,23363,NA,187288,4829,520,4501,3383,178834,5315,NA,151,24466,18696,9135,134143,918641,1103731,61194,NA,87826,130978,37222,79449
20434,6470,NA,772299,149177,1839704,NA,1087127,228307,4242690,10802,62203,52325,14467,42841,108719,8766,11721827,2025,443,472229,76457,62149,339,319142,NA,866647,NA,NA,11930,22263,6613300,25049,4919,35871,NA,4593253,163620,5477708,17603,22580,997777,29896407,15014059,3113523,187920,2484375,70226,315839,42181165,74187,310258,36802,421513,467584,833048,94352,174358,1280,5266696,107620,58207,NA,4441386,2580995,3352183,1917972,19133943,1743,NA,193204,491953,145295,87840,3778143,1540634,277802,191,20102023,4456773,183941,NA,930,72845,40388,163079,4481295,181285,74268,25184,66780,357890,19861,6221041,18822061,16302251,401573,NA,1241145,3855711,91517,66344
2462,157638,38536,8832,11082,74679,2378,NA,30687,915,47746,79254,NA,1137,830,32442,6320,1892,3364,10925,995,NA,15122,9806,20930,47453,NA,7457,19181,4140,595,NA,2211,2337,4566,6974,NA,NA,NA,16417,NA,90230,NA,NA,NA,23094,18530,39029,1179,NA,831,NA,3254,NA,288,12416,306,860,NA,NA,746,24169,8551,1175,32828,321770,4442,26602,56727,8640,27822,729,67461,805,NA,1761,NA,1203,29878,NA,6684,19866,11060,67027,9963,33464,NA,2313,387,12883,2778,NA,29872,642321,NA,12015,NA,34183,1640,2420,NA,NA
1256,2334,NA,NA,53898,1297004,NA,20083,3510,96651,59190,257,952,NA,NA,9098,3829,2173,748,3877,96180,4182,15121,3183,4061,1271,246655,NA,1034,6558,15608,42862,NA,383,2233,1860,6240,8800,1852764,NA,NA,1165337,488567,9079,796137,63149,623977,NA,2062,2180799,89505,18808,2672,1651,957192,5777,7366,68224,3470,135975,28734,31214,NA,1004649,1370,359728,5457341,88162,2748,929,38047,38912,NA,44733,3121414,72956,17978,3661,362811,14410,490,154113,375,NA,16893,1978,25079,3511,NA,458,8687,NA,NA,7669,752394,3320415,14964,NA,13229,332790,24768,46886
121425,49987,218059,2875706,1280215,10957738,NA,24888715,6096168,70201983,267498,953060,340569,149928,215971,2451641,139678,140837482,176567,124781,6120966,546077,390623,154835,4572456,11781,23347743,55917,44685,167164,461794,52619804,447415,175439,625519,6678,174928428,1599849,75316176,766586,518636,9820846,264201717,183733728,69647319,916213,82050189,216941,2023185,190766880,4531331,4839599,447096,7373381,5954934,8664400,1393709,2566765,33652,101270138,671481,967088,21878,14968444,31938582,33680001,15818591,372394387,89010,NA,1846655,16591177,1284919,707746,37340406,15613457,4421486,450996,203965643,134086235,529759,NA,50809,397988,323276,609321,94323588,1973215,541410,250983,590344,5980546,388198,36554628,241809763,254057219,3258710,235118,37335013,47739226,2056978,646324
NA,5894,NA,172012,5810,366068,NA,2303878,117052,2814222,NA,29807,4566,NA,NA,55649,NA,6832859,NA,NA,297741,897,829,NA,59377,NA,1036508,NA,NA,NA,NA,2346494,NA,NA,NA,NA,5290731,12920,2829871,NA,NA,221838,19932286,6380360,1808144,14681,3291829,NA,72970,9537114,155268,31859,NA,430896,273596,226169,4658,61562,NA,3401186,NA,NA,NA,1684047,494312,1331987,122890,12810428,NA,NA,49030,315818,NA,NA,720151,435604,301545,2824,17196255,9378855,4401,3626961,NA,NA,NA,2111,6516533,45553,1418,NA,6375,498054,16669,3060792,12439765,12053169,120620,NA,2383402,1784833,79027,3125
3828,696134,NA,12558053,NA,90603055,219313,44935,24793835,83733,7078027,1970401,1364,NA,5305,6623074,NA,243917,22846,NA,NA,NA,2132,NA,NA,NA,5833848,NA,55101,1491,10752,2298,65625,7607,1136,NA,32248,NA,6171,47145667,NA,27822227,22919,12716,133338,22912,360633,NA,76943,274766,2281,NA,NA,2337,NA,15104,6758,100005,4649,4620,NA,13551656,32753,13888,122809587,158430832,318913620,NA,7673561,NA,51411,1089,13446666,3248,391614,23253,1449,174138,66146,96273,44632,192376062,21630,71352,51836,235518,2273,26519,298079,17077,306063,208191,870410,28309578,77915,NA,43070,2956031,186164,42108,NA,15025
167211,126901,134652,4333960,690062,8615616,7882513,11550902,902259,7102103,253609,675600,245271,88773,161995,328570,234283,10672662,146498,110793,877659,400115,414271,73767,942717,NA,2605028,43387,74424,129563,125397,4394904,129396,404349,306768,3569,5041776,475785,8912866,39447,121908,922818,23627298,9528090,2635402,700511,4250952,217754,1065199,12042483,1560579,845441,283725,3288189,1665201,1036211,1062296,401444,153434,5431988,539297,667738,166117,3063204,3226444,3754495,1921634,11190421,136925,10708,281734,1540048,271758,260538,4064147,3135948,1649879,742915,36756145,21067288,428504,13391232,130033,259579,433779,611526,11647020,978845,776392,239119,1573382,2789749,96995,9895256,14852634,14884973,1454690,145347,9124672,4042976,715152,264523
4070207,1966208,2670356,38678561,9074014,428351550,17366853,177926732,38517756,387691033,3245349,8558237,3319160,4150377,6818023,20194971,2437051,442890248,1919888,1244040,17520686,6725284,7544040,1488047,40184268,1018656,37396291,2531616,3260755,4188639,2705338,122286623,6280345,3007359,6389897,468816,94044607,16710519,415769706,11227650,3958025,39125060,482955940,582674913,39752561,7440915,54602749,2346589,7915093,411976281,36307896,22862110,4651511,46950668,39175732,30418145,23474443,10910129,983906,225628522,7915595,11078964,800525,37459521,216383621,128311620,173246098,222004217,2943590,733630,6838868,56296400,15420389,6052768,260802910,125674423,29039787,5263672,423549249,328095312,3331680,128655238,1064570,2488989,3183538,3141166,184674732,11968636,2707031,2682043,5474542,24258047,3286802,102945570,266330731,301143689,16962881,3025848,91929001,153218234,14008271,7403846
57961,NA,48953,1135190,228275,14123340,NA,6261916,1175229,13284233,17631,176710,61102,71809,135060,570914,17782,16114733,1606,NA,516021,151890,179474,3043,1263618,NA,1154566,16648,60228,90624,42469,4224410,129886,39738,145728,NA,3154135,429741,14553779,164980,46680,1219347,16142187,19957241,1212866,181932,1768166,2215,181874,14513463,1141466,626213,84444,1542708,1264386,998295,716808,300540,NA,7591150,163905,189532,NA,1145373,7334164,3991054,5783979,7519395,2281,NA,161527,1822111,389070,135509,8777132,4266133,836627,20425,14587318,11585230,24307,4153813,774,4816,29788,3778,6242230,298439,NA,20830,79430,664821,NA,3356319,8760485,10548237,496608,NA,3129776,5370714,376855,175076
NA,NA,NA,NA,4,158804,32591,654271,74446,844181,NA,NA,3015,NA,NA,8898,NA,1296190,3194,NA,98742,NA,NA,NA,42700,NA,2052,NA,NA,NA,NA,978107,NA,NA,NA,NA,85984,4659,588768,NA,NA,NA,222646,685941,28306,8995,109868,1811,15916,29031,31028,31782,NA,61152,746,112835,17659,NA,155,975238,472,NA,11091,8280,42074,12006,331789,7515,NA,NA,NA,154096,NA,NA,89378,324134,4090,56854,25705,570811,10221,4798,9904,13775,9891,64843,297755,8389,76775,9894,64068,15490,NA,NA,275945,321134,20417,NA,206469,981992,1034,5443
48416,NA,24738,913052,148324,9517261,NA,5836068,777990,9101497,13394,74822,24202,30536,101744,277386,8972,9842725,127282,5939,379013,106383,198263,24290,1104905,NA,751255,29452,33302,84787,29015,2917367,77637,29289,130810,NA,1487644,330184,8464536,14354,22540,743733,10032559,11307878,803056,94918,1161396,4899,107443,7996734,993598,415107,43617,1510937,948792,715743,578264,168787,1565,5185831,118877,51787,220421,616959,4891625,2435159,3144939,4129207,3044,655,70357,1246003,159995,86737,6709505,3429960,578836,1518448,10578186,7450323,117261,2871168,27328,111658,43802,123435,4125600,200400,592417,38600,466138,520118,26198,2324840,4679361,6053566,381866,37860,2492218,3885927,266757,111277
7536,NA,1374,38534,1026,350882,NA,182748,12116,288858,NA,19148,NA,1111,4231,4720,NA,803460,567,NA,23138,4310,14915,NA,59416,NA,18594,989,3017,5614,NA,176478,1478,NA,5660,NA,82379,15495,273335,NA,882,37086,19686,236327,34986,3443,NA,NA,6928,575002,48355,24521,2616,35995,NA,46153,38623,21924,NA,190928,4526,10278,NA,28038,177045,52470,95167,216293,NA,NA,462,66728,955,8288,23119,112814,3960,NA,279820,315322,392,NA,1,325,586,NA,238022,12280,6,1888,1196,39519,NA,124847,91243,516080,3505,NA,132893,246111,6165,NA
NA,NA,22163,NA,NA,NA,NA,NA,NA,NA,144103,NA,NA,12403,19550,9440,3204,NA,982110,NA,1048,NA,66107,1598,124312,382,NA,3391192,61277,4236,648,NA,3006,253,32402,5156,NA,NA,1628,NA,NA,NA,NA,NA,NA,6471,NA,75578,3923,NA,44386,NA,NA,NA,NA,NA,1779837,NA,NA,NA,986,NA,NA,1648,34570,NA,NA,NA,25012,16810,704,416800,NA,6872,NA,NA,19715,41741,2989,79210,26342,NA,167566,13746,NA,5689,42439,9634,617789,22200,16009,10004,12808,NA,NA,2586,14758,418127,25412,NA,136162,128198
3013,22440,3509,7312,774,25113,2893,1308,69179,3,192966,40448,191,108,281,124327,1400,59428,1831,18063,19127,1045,2927,1488,297,2932,62686,2628,3330,867,18552,11598,179,1300,1524,1493,975,31,728,38174,NA,24195,3739,1137,1115,671,4884,NA,2794,13068,8241,2907,107,472,162296,1856,186,63401,10441,265,605,95937,62371,6070,2112,27030,139106,13482,124625,270,3540,85561,171152,5108,10639,96,NA,12466,2345,79,742,NA,3543,1488,8200,2146,205,2779,13322,4826,16865,25690,26410,109233,39171,9567,169,219417,7923,54,12038,3345
98229,282310256,145876,45371486,336761,53195271,4665927,535541,40153147,212861,273151525,50120190,200560,149213,85032,88038956,107839,778423,238976,166761,104754,152430,138035,149387,294829,77215,2464431,313231,134050,216125,114606,135570,430796,166734,122365,156597,740987,150992,89466,363126042,150855,255678828,1691496,195023,823906,222249,295312,237009,252901,397184,163196,168917,143288,152137,166582,205265,145202,13962098,107561,287680,140620,149853321,1113617,346968,279109693,593352908,217870035,343202,1338986893,187903,496174,419948,151471774,121146,252648,181401,744007,383828,242823,154096,1902670,151921239,290540,768254,198698,290034,319826,237838,581848,151942,645557,3469360,67012087,500280163,234757,114081,205908,291719622,530239,98709,374861,272439
NA,NA,NA,23833,NA,5549,11678,856495,NA,1339636,NA,2738,144308,1155,NA,39897,11019,10726,2118,1459,199047,NA,55040,1112,834269,NA,6818,989,NA,NA,4723,123239,105231,84952,5502,NA,350833,77987,38304,NA,17559,NA,818158,502126,7986,7518,1723023,1478,11734,1581990,745305,302110,4029,109465,NA,4228,2707,328616,2266,618370,53425,179592,5357,140569,NA,NA,146309,682984,NA,NA,209650,182240,NA,13082,15565,580832,52241,3102,117061,174965,4022,NA,1827,1213,3784,128297,560874,2548,20443,1173,142115,24943,7018,NA,253319,570521,5326,NA,60247,134824,NA,1874
77460,14515069,98871,2361050,161241,2550782,4119524,164859,2175697,104418,14552284,2645270,114347,116096,85422,4560104,63816,201194,136809,109469,108867,106098,129449,130625,120629,108206,187911,160097,120360,99889,100099,375398,204756,160433,111119,118863,137842,110593,49919,18784149,132462,13198197,250007,122950,147696,94612,70772,113645,84200,77431,134660,103636,76609,85384,62434,104739,96131,739493,85536,99842,58574,7834622,219095,68225,14131627,30542604,11544902,154857,78588720,132032,191906,176355,8042027,74498,92608,260497,216085,71308,90292,84078,351637,9426758,155665,207467,97387,162381,98088,77676,130187,97023,163111,256697,3353436,25038692,77742,43032,41708,15326243,137930,79369,90956,142940
105685,26396662,53781,3902268,86261,4565102,835847,151211,3661978,21942,24886905,4510752,133505,106763,54169,8013890,39133,159412,313813,90871,81037,130582,72495,289025,53303,48428,196783,76964,45050,46084,245503,64228,155573,66455,163870,101439,96471,142293,84565,32549133,190383,23113555,191369,10442,68990,148394,7253,50128,23360,8585,19343,293646,62848,57475,12355,344533,81766,1287104,135289,199559,61111,13452738,230017,32337,25692660,52284895,19746266,7313,123881291,49835,179411,43096,13899106,269271,3414,34441,64278,9619,4573,6361,225205,16308540,45841,186091,48735,25718,29147,29560,64257,23082,91956,276222,5888856,45605515,11137,437,14525,27237056,60359,13013,38864,44970
277,183336,1585,36479,648,56084,3735,420,50391,218,165567,38117,401,NA,209,88408,426,7681,1545,482,251,157,604,874,386,218,136,347,513,741,NA,647,130,1603,150,103,223,833,NA,313690,157,202799,NA,14629,NA,356,4214,151,637,2101,483,NA,608,NA,10356,NA,438,22691,440,179,963,124563,NA,3840,143826,485709,159388,NA,477564,423,1717,5386,123553,NA,35383,636,733,534,4863,NA,595,9021,849,2658,1056,1977,696,394,1014,508,806,5051,43112,222879,NA,13583,301,200830,696,7106,2841,1482
5298,12186858,16086,8613663,37609,12025760,964801,10722,587597,151,4828213,3964202,1399,12240,2350,1086260,25808,480,3110,7725,4790,41945,54813,11540,13176,2438,238101,27293,5983,3430,3834,20677,40041,2652,5859,29110,24155,421,543,3236592,36280,1174802,324118,NA,117937,23144,10300,4072,37166,NA,NA,3366,6874,2151,NA,55,12956,388760,1101,10648,8360,9405848,69205,68420,863982,13555203,741052,5551,13671091,17528,21783,963,3106500,5255,NA,3975,2376,117621,2861,1603,155087,21972545,60059,63651,6881,96744,3062,28504,115838,9021,92272,443898,8130445,18174777,835,1051,14411,17407905,18732,8759,4525,3273
4,39602,51,6,26,27,373,30,17519,20,8479,3081,40,NA,2,4068,31,34,16,193,8,3,1,7,88,NA,418,4,4,73,NA,25,14,3,7,6,873,6,9,22409,15,1631,165,16,NA,4,11,1,3,27,47,9,5,21,NA,134,81,39,NA,137,10,4132,4,NA,9084,9594,3739,40,48035,12,54,51,3019,390,1,152,88,3,5,12,19,4,32,54,66,41,5,29,NA,12,5,43,2529,62831,7,NA,19,20745,5,NA,NA,102
3968,NA,68028,1588,3626,1785712,5026,82561,33869,50417,535,258,7296,3360,15494,603,42476,25531,10941,8272,65930,38493,3967,NA,37415,NA,141938,678,9422,6573,33804,383952,NA,2372,98663,37166,4118053,2355,218554,126134,3218,300888,226449,2766,8196,686,10665,8650,6158,3746288,245052,249779,14601,8011,1188096,783000,77587,27324,15113,5219,70993,NA,33910,410487,301832,NA,171752,50199,NA,749,3363,281810,520,177,547455,175900,10017919,NA,NA,5177,1606,301027,10855,12220,7514,13423,9234,28604,16157,2918,33031,5788,4544,NA,7025183,2960075,469,6069,13434,1354666,3692971,154239
39,40447,187,2402,70,700,1537,427,16330,113,32268,7416,430,46,17,21422,219,544,102,695,100,32,162,88,122,169,1103,309,24,220,43,58,59,14,46,21,776,41,145,53981,125,10701,1052,206,108,247,57,66,45,118,177,164,44,122,6,1243,157,579,19,150,142,14153,258,43,46017,24560,19600,44,134849,56,203,729,11368,165,48,180,430,124,92,184,627,4469,140,304,48,167,113,114,208,100,227,236,6937,164576,50,14,145,48895,179,26,128,267
NA,146730,10938,106535,8162,61681,NA,469,63227,3506,472761,82432,2495,4276,4375,112425,984,1778,7491,4385,18057,6572,13862,18563,6195,29276,3878,22363,8538,7184,12250,20021,2324,NA,6612,517,9974,NA,14263,102644,60308,NA,472,NA,NA,699,NA,1236,15699,NA,20089,13380,2620,6592,NA,3653,97,12383,NA,NA,725,53910,NA,NA,35615,251248,31464,NA,73562,NA,23785,1231,50692,5801,NA,NA,NA,NA,NA,472,7489,6857,11750,7275,1846,3420,NA,1457,NA,15894,2150,40565,68884,NA,4689,3486,NA,214175,4208,821,11069,12906
7129,982581,1342,143725,92804,141592,654,13349,137207,26062,837024,164990,52211,9244,513,258124,633,269166,26097,18722,136894,53332,2508,27915,14439,443,2649,5618,44088,29543,21269,13430,36759,27733,60929,4938,47080,994,93073,1008220,8899,821424,12206,112738,2506,7516,NA,NA,5709,663,1210,27005,7145,20046,NA,59279,12903,55346,12250,9411,79389,514088,4172,NA,861849,1855515,743531,NA,3015922,NA,17050,127135,466803,11270,NA,240564,NA,NA,6942,52478,9359,56379,35991,3455,20761,153007,NA,2049,7448,7777,8838,11796,208062,1605575,56144,NA,NA,1024231,8168,315,23981,48635
